Number ,Isolate name,Sequence name,Alignment  name,Unique name,Tree name,Species,Sequenced by,Country,Country code,Location,Source group,Source three letter,Source,Isolate from ,Date,Year ,ST,CC,sp,mec,Class,Order,Family,Subfamily,Genus,Species,Reference,Source,Number in collection,ERR number,ERR.number.tips,ERR.number.tips.filtered
716,H091460210,803_99,803_99_LGA251,80399,80399_Human_97_97,Staphylococcus aureus,Fitzgerald,UK,GBR,,Human,HUM,Human,,2009,2009,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Ellington MJ, Yearwood L, Ganner M, East C, Kearns AM. Distribution of the ACME-arcA gene among methicillin-resistant Staphylococcus aureus from England and Wales. The Journal of antimicrobial chemotherapy 61, 73-77 (2008).",,,ERR227592/ERR227593,ERR227592/ERR227593,ERR227592
717,JL 3177,JL3177B,JL3177B_LGA251,JL3177B,JL3177B_Human_97_97,Staphylococcus aureus,Fitzgerald,UK,GBR,,Human,HUM,Human,,1999,1999,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Feil EJ, et al. How clonal is Staphylococcus aureus? Journal of bacteriology 185, 3307-3316 (2003).",,,PRJEB20741,JL3177B,JL3177B
718,KRN563,KRN563B,KRN563B_LGA251,KRN563B,KRN563B_Human_97_97,Staphylococcus aureus,Fitzgerald,Brazil,BRA,,Human,HUM,Human,,2005,2005,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013).  Original refence: Schuenck RP, et al. Polyclonal presence of non-multiresistant methicillin-resistant Staphylococcus aureus isolates carrying SCCmec IV in health care-associated infections in a hospital in Rio de Janeiro, Brazil. Diagnostic microbiology and infectious disease 64, 434-441 (2009).",,,PRJEB20741,KRN563B,KRN563B
719,MS1,MS14,MS14_LGA251,MS14,MS14_Human_97_97,Staphylococcus aureus,Fitzgerald,Turkey,TUR,Izmir,Human,HUM,Human,,2007,2007,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). ",,,PRJEB20741,MS14,MS14
720,RMB1020,RM1,RM1_LGA251,RM1,RM1_Human_97_97,Staphylococcus aureus,Fitzgerald,UK,GBR,Brighton,Human,HUM,Human,,2007,2007,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Miller R, et al. 'Feral' and 'wild'-type methicillin-resistant Staphylococcus aureus in the United Kingdom. Epidemiology and infection 138, 655-665 (2010).",,,PRJEB20741,RM1,RM1
721,12780,803_89,803_89_LGA251,80389,80389_Pig_97_97,Staphylococcus aureus,Fitzgerald,Italy,ITA,,Pigs,POR,Pig,,2008,2008,97,97,,,Mammalia,Artiodactyla,Suidae,Suinae,Sus,scrofa domestica,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Battisti A, et al. Heterogeneity among methicillin-resistant Staphylococcus aureus from Italian pig finishing holdings. Veterinary microbiology 142, 361-366 (2010).",,,ERR227480/ERR227487,ERR227480/ERR227487,ERR227480
722,NCIMB702892,803_81,803_81_LGA251,80381,80381_Cow_115_97,Staphylococcus aureus,Fitzgerald,Canada,CAN,,Cows,BOV,Cow,,1958,1958,115,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Smith EM, et al. Multilocus sequence typing of intercontinental bovine Staphylococcus aureus isolates. Journal of clinical microbiology 43, 4737-4743 (2005).",,,ERR227615/ERR227619,ERR227615/ERR227619,ERR227615
723,DL636,0864N0048,0864N0048_LGA251,0864N0048,0864N0048_Rabbit_121_121,Staphylococcus aureus,Fitzgerald,Spain,ESP,,Rabbits,LEP,Rabbit,,6/20/07,2007,121,121,,,Mammalia,Lagomorpha,Leporidae,,Oryctolagus,cuniculus,Jose Penades,,,PRJEB20741,0864N0048,0864N0048
724,DL659,0864N0049,0864N0049_LGA251,0864N0049,0864N0049_Rabbit_121_121,Staphylococcus aureus,Fitzgerald,Spain,ESP,,Rabbits,LEP,Rabbit,,6/20/07,2007,121,121,,,Mammalia,Lagomorpha,Leporidae,,Oryctolagus,cuniculus,Jose Penades,,,PRJEB20741,0864N0049,0864N0049
725,DL688,0864N0050,0864N0050_LGA251,0864N0050,0864N0050_Rabbit_121_121,Staphylococcus aureus,Fitzgerald,Spain,ESP,,Rabbits,LEP,Rabbit,,6/20/07,2007,121,121,,,Mammalia,Lagomorpha,Leporidae,,Oryctolagus,cuniculus,Jose Penades,,,PRJEB20741,0864N0050,0864N0050
726,DL727,0864N0051,0864N0051_LGA251,0864N0051,0864N0051_Rabbit_121_121,Staphylococcus aureus,Fitzgerald,Spain,ESP,,Rabbits,LEP,Rabbit,,4/3/08,2008,121,121,,,Mammalia,Lagomorpha,Leporidae,,Oryctolagus,cuniculus,Jose Penades,,,PRJEB20741,0864N0051,0864N0051
727,Z_40,612_56,612_56_LGA251,61256,61256_Mara_130_130,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Rodent,OEZ,Mara,,11/3/10,2010,130,130,,,Mammalia,Rodentia,Caviidae,Dolichotinae,Dolichotis,patagonum,"Espinosa-Gongora C, Chrobak D, Moodley A, Bertelsen MF, Guardabassi L. Occurrence and distribution of Staphylococcus aureus lineages among zoo animals. Veterinary microbiology 158, 228-231 (2012).",,,PRJEB20741,612_56,612_56
728,DS36,612_36,612_36_LGA251,61236,61236_Cow_133_133,Staphylococcus aureus,Fitzgerald,Sweden,SWE,,Cows,BOV,Cow,,1998,1998,133,133,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Guinane CM, et al, Evolutionary genomics of Staphylococcus aureus
reveals insights into the origin and molecular basis of ruminant host adaptation.
Genome Biol Evol. 2010 Jul 12;2:454-66.",,,PRJEB20741,612_36,612_36
729,VI 54648,612_50,612_50_LGA251,61250,61250_Cow_133_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,BOV,Cow,,2001,2001,133,133,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Jørgensen HJ, et al, Enterotoxigenic Staphylococcus
aureus in bulk milk in Norway. J Appl Microbiol. 2005;99(1):158-66. ",,,PRJEB20741,612_50,612_50
730,VI 54649,612_51,612_51_LGA251,61251,61251_Cow_133_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,BOV,Cow,,2001,2001,133,133,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Jørgensen HJ, et al, Enterotoxigenic Staphylococcus
aureus in bulk milk in Norway. J Appl Microbiol. 2005;99(1):158-66. ",,,PRJEB20741,612_51,612_51
731,DS74,612_33,612_33_LGA251,61233,61233_Goat_133_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,CAP,Goat,,Unknown,Unknown,133,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Guinane CM, et al, Evolutionary genomics of Staphylococcus aureus
reveals insights into the origin and molecular basis of ruminant host adaptation.
Genome Biol Evol. 2010 Jul 12;2:454-66.",,,PRJEB20741,612_33,612_33
732,DS28,612_34,612_34_LGA251,61234,61234_Goat_133_133,Staphylococcus aureus,Fitzgerald,Italy,ITA,,Cows,CAP,Goat,,Unknown,Unknown,133,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Guinane CM, et al, Evolutionary genomics of Staphylococcus aureus
reveals insights into the origin and molecular basis of ruminant host adaptation.
Genome Biol Evol. 2010 Jul 12;2:454-66.",,,PRJEB20741,612_34,612_34
733,DS13,612_35,612_35_LGA251,61235,61235_Goat_133_133,Staphylococcus aureus,Fitzgerald,Italy,ITA,,Cows,CAP,Goat,,Unknown,Unknown,133,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Guinane CM, et al, Evolutionary genomics of Staphylococcus aureus
reveals insights into the origin and molecular basis of ruminant host adaptation.
Genome Biol Evol. 2010 Jul 12;2:454-66.",,,PRJEB20741,612_35,612_35
734,VI 54661,612_48,612_48_LGA251,61248,61248_Goat_133_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,CAP,Goat,,2001,2001,133,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Jørgensen HJ, et al, Enterotoxigenic Staphylococcus aureus in bulk milk in Norway. J Appl Microbiol. 2005;99(1):158-66. ",,,PRJEB20741,612_48,612_48
735,VI 54665,612_49,612_49_LGA251,61249,61249_Goat_133_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,CAP,Goat,,2001,2001,133,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Jørgensen HJ, et al, Enterotoxigenic Staphylococcus
aureus in bulk milk in Norway. J Appl Microbiol. 2005;99(1):158-66. ",,,PRJEB20741,612_49,612_49
736,DS75,973N0009,973N0009_LGA251,973N0009,973N0009_Goat_133_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,CAP,Goat,,2005,2005,133,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Mørk T, et al, Comparison of Staphylococcus aureus genotypes recovered from cases of bovine, ovine, and
caprine mastitis. J Clin Microbiol. 2005 Aug;43(8):3979-84.",,,PRJEB20741,973N0009,973N0009
737,Z_62,612_60,612_60_LGA251,61260,61260_Cat_133_133,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Carnivore,CPA,Cat,,6/5/10,2010,133,133,,,Mammalia,Carnivora,Felidae,Felinae,Felis,catus,"Espinosa-Gongora C, Chrobak D, Moodley A, Bertelsen MF, Guardabassi L. Occurrence and distribution of Staphylococcus aureus lineages among zoo animals. Veterinary microbiology 158, 228-231 (2012).",,,PRJEB20741,612_60,612_60
738,Z_29,612_61,612_61_LGA251,61261,61261_Cat_133_133,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Carnivore,CPA,Cat,,6/5/10,2010,133,133,,,Mammalia,Carnivora,Felidae,Felinae,Felis,catus,"Espinosa-Gongora C, Chrobak D, Moodley A, Bertelsen MF, Guardabassi L. Occurrence and distribution of Staphylococcus aureus lineages among zoo animals. Veterinary microbiology 158, 228-231 (2012).",,,PRJEB20741,612_61,612_61
739,DS83,612_37,612_37_LGA251,61237,61237_Sheep_133_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,OVI,Sheep,,Unknown,Unknown,133,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Ovis,aries,"Guinane CM, et al, Evolutionary genomics of Staphylococcus aureus
reveals insights into the origin and molecular basis of ruminant host adaptation.
Genome Biol Evol. 2010 Jul 12;2:454-66.",,,PRJEB20741,612_37,612_37
740,VI 54654,612_54,612_54_LGA251,61254,61254_Cow_481_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,BOV,Cow,,2001,2001,481,133,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Jørgensen HJ, et al, Enterotoxigenic Staphylococcus
aureus in bulk milk in Norway. J Appl Microbiol. 2005;99(1):158-66. ",,,PRJEB20741,612_54,612_54
741,VI50897,612_41,612_41_LGA251,61241,61241_Goat_481_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,CAP,Goat,,2001,2001,481,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Guinane CM, et al, Evolutionary genomics of Staphylococcus aureus
reveals insights into the origin and molecular basis of ruminant host adaptation.
Genome Biol Evol. 2010 Jul 12;2:454-66.",,,PRJEB20741,612_41,612_41
742,VET-BZ31,612_44,612_44_LGA251,61244,61244_Sheep_750_133,Staphylococcus aureus,Fitzgerald,Brazil,BRA,,Cows,OVI,Sheep,,1996-1997,1996-1997,750,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Ovis,aries,"Aires-de-Sousa M, Parente CE, Vieira-da-Motta O, Bonna IC, Silva DA, de Lencastre H. Characterization of Staphylococcus aureus isolates from buffalo, bovine, ovine, and caprine milk samples collected in Rio de Janeiro State, Brazil. Applied and environmental microbiology 73, 3845-3849 (2007).",,,PRJEB20741,612_44,612_44
743,CI2315,973N0062,973N0062_LGA251,973N0062,973N0062_Cow_151_151,Staphylococcus aureus,Fitzgerald,UK,GBR,,Cows,BOV,Cow,,Unknown,Unknown,151,151,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study,,,PRJEB20741,973N0062,973N0062
744,38963,973N0076,973N0076_LGA251,973N0076,973N0076_Cow_151_151,Staphylococcus aureus,Fitzgerald,UK,GBR,,Cows,BOV,Cow,,Unknown,Unknown,151,151,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study,,,PRJEB20741,973N0076,973N0076
745,B119,973N0082,973N0082_LGA251,973N0082,973N0082_Cow_151_151,Staphylococcus aureus,Fitzgerald,Ireland,IRL,,Cows,BOV,Cow,,1998,1998,151,151,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Smith EM, et al, Multilocus sequence typing of intercontinental bovine
Staphylococcus aureus isolates. J Clin Microbiol. 2005 Sep;43(9):4737-43",,,PRJEB20741,973N0082,973N0082
746,B130,973N0083,973N0083_LGA251,973N0083,973N0083_Cow_151_151,Staphylococcus aureus,Fitzgerald,Ireland,IRL,,Cows,BOV,Cow,,1998,1998,151,151,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Smith EM, et al, Multilocus sequence typing of intercontinental bovine
Staphylococcus aureus isolates. J Clin Microbiol. 2005 Sep;43(9):4737-43",,,PRJEB20741,973N0083,973N0083
747,B305487,612_86,612_86_LGA251,61286,61286_Chicken_692_385,Staphylococcus aureus,Fitzgerald,UK,GBR,,Birds,AVI,Chicken,,2006,2006,692,385,,,Aves,Galliformes,Phasianidae,Phasianinae,Gallus,gallus,"Murray S, et al. Recombination-Mediated Host Adaptation by Avian Staphylococcus aureus. Genome biology and evolution 9, 830-842 (2017).",,,ERR1801394,ERR1801394,ERR1801394
748,m-MR-7AD,8205_1#45,8205_1#45_LGA251,8205145,8205145_Cow_1_1,Staphylococcus aureus,Holmes,UK,GBR,,Cows,BOV,Cow,Milk,2012,2012,1,1,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,,,ERR175892,ERR175892,ERR175892
749,m-29-26,8490_7#84,8490_7#84_LGA251,8490784,8490784_Cow_1_1,Staphylococcus aureus,Holmes,UK,GBR,,Cows,BOV,Cow,Bulk milk,2012,2012,1,1,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,,,ERR211686,ERR211686,ERR211686
750,7386,9061_8#80,9061_8#80_LGA251,9061880,9061880_Horse_1_1,Staphylococcus aureus,Holmes,England,GBR,Suffolk,Horses,EQU,Horse,,3/10/05,2005,1,1,,,Mammalia,Perissodactyla,Equidae,,Equus,ferus,Andrew Waller - Animal Health Trust,,,ERR237623,ERR237623,ERR237623
751,GKP138-73F,10868_4#32,10868_4#32_LGA251,10868432,10868432_Cow_1_1,Staphylococcus aureus,Holmes,UK,GBR,,Cows,BOV,Cow,Bulk Milk,2012,2012,1,1,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,,,ERR387105,ERR387105,ERR387105
752,GKP12973,9472_2#85,9472_2#85_LGA251,9472285,9472285_Cow_5_5,Staphylococcus aureus,Holmes,UK,GBR,,Cows,BOV,Cow,,2012,2012,5,5,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,,,ERR294358,ERR294358,ERR294358
753,2901,7853_5#75,7853_5#75_LGA251,7853575,7853575_Dog_8_8,Staphylococcus aureus,Holmes,UK,GBR,,Carnivore,CPA,Dog,,4/12/05,2005,8,8,,,Mammalia,Carnivora,Canidae,,Canis,lupus,This study ,,,ERR144823,ERR144823,ERR144823
754,2102,7853_5#83,7853_5#83_LGA251,7853583,7853583_Dog_30_30,Staphylococcus aureus,Holmes,England,GBR,,Carnivore,CPA,Dog,nasal tissue,3/16/05,2005,30,30,,,Mammalia,Carnivora,Canidae,,Canis,lupus,Andrew Waller - Animal Health Trust,,,ERR144831,ERR144831,ERR144831
755,45-164,9472_2#46,9472_2#46_LGA251,9472246,9472246_Cow_45_45,Staphylococcus aureus,Holmes,England,GBR,Chesire,Cows,BOV,Cow,milk,2012,2012,45,45,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,,,ERR294319,ERR294319,ERR294319
756,22-M156-05-10,8014_4#54,8014_4#54_LGA251,8014454,8014454_Redsquirrel_49_49,Staphylococcus aureus,Holmes,Channel Islands,JEY,,Rodent,SLM,Redsquirrel,Skin (uppr lip),10/17/08,2008,49,49,,,Mammalia,Rodentia,Sciuridae,,Sciurus,vulgaris,"Simpson VR, et al. Association of a lukM-positive clone of Staphylococcus aureus with fatal exudative dermatitis in red squirrels (Sciurus vulgaris). Veterinary microbiology 162, 987-991 (2013).",,,ERR163408,ERR163408,ERR163408
757,MRSA 1421,7853_5#29,7853_5#29_LGA251,7853529,7853529_Rat_2273_49,Staphylococcus aureus,Holmes,Belgium,BEL,,Rodent,SLM,Rat,,2008/09,2008/09,2273,49,,,Mammalia,Rodentia,Muridae,Murinae,Rattus,norvegicus,"Paterson GK, et al. The newly described mecA homologue, mecALGA251, is present in methicillin-resistant Staphylococcus aureus isolates from a diverse range of host species. The Journal of antimicrobial chemotherapy 67, 2809-2813 (2012).",,,ERR144777,ERR144777,ERR144777
758,Ko,7853_5#25,7853_5#25_LGA251,7853525,7853525_Cow_130_130,Staphylococcus aureus,Holmes,Denmark,DNK,,Cows,BOV,Cow,Nasal swab,10/11/11,2011,130,130,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Harrison EM, et al. Whole genome sequencing identifies zoonotic transmission of MRSA isolates with the novel mecA homologue mecC. EMBO Mol Med,  (2013).",,,ERR144773,ERR144773,ERR144773
759,Far 2,7853_5#23,7853_5#23_LGA251,7853523,7853523_Sheep_130_130,Staphylococcus aureus,Holmes,Denmark,DNK,,Cows,OVI,Sheep,Nasal swab,10/11/11,2011,130,130,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Ovis,aries,"Harrison EM, et al. Whole genome sequencing identifies zoonotic transmission of MRSA isolates with the novel mecA homologue mecC. EMBO Mol Med,  (2013).",,,ERR144771,ERR144771,ERR144771
760,m-36-46,8490_7#9,8490_7#9_LGA251,849079,849079_Cow_130_130,Staphylococcus aureus,Holmes,UK,GBR,,Cows,BOV,Cow,Bulk milk,2012,2012,130,130,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,,,ERR211611,ERR211611,ERR211611
761,C02 467,7092_7#26,7092_7#26_LGA251,7092726,7092726_Cow_130_130,Staphylococcus aureus,Holmes,England,GBR,Bury St Edmunds,Cows,BOV,Cow,Milk,7/1/06,2006,130,130,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Garcia-Alvarez L, et al. Meticillin-resistant Staphylococcus aureus with a novel mecA homologue in human and bovine populations in the UK and Denmark: a descriptive study. The Lancet infectious diseases 11, 595-603 (2011).",,,ERR084716,ERR084716,ERR084716
762,SI-641,8014_4#49,8014_4#49_LGA251,8014449,8014449_Sheep_700_130,Staphylococcus aureus,Holmes,Italy,ITA,Sicily,Cows,OVI,Sheep,Mastitis,2006,2006,700,130,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Ovis,aries,"Vitale M, et al. Antibiotic Resistance Profiling, Analysis of Virulence Aspects and Molecular Genotyping of Staphylococcus aureus Isolated in Sicily, Italy. Foodborne pathogens and disease,  (2017).",,,ERR163403,ERR163403,ERR163403
763,C04 847,7068_5#38,7068_5#38_LGA251,7068538,7068538_Cow_151_151,Staphylococcus aureus,Holmes,England,GBR,Somerset,Cows,BOV,Cow,,7/1/06,2006,151,151,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,DEFRA,,,ERR084625,ERR084625,ERR084625
764,GKP138-73D,10868_4#30,10868_4#30_LGA251,10868430,10868430_Cow_188_188,Staphylococcus aureus,Holmes,England,GBR,,Cows,BOV,Cow,Bulk Milk,12-Oct,2012,188,188,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,,,ERR387103,ERR387103,ERR387103
765,GKP138-73E,10868_4#31,10868_4#31_LGA251,10868431,10868431_Cow_188_188,Staphylococcus aureus,Holmes,England,GBR,,Cows,BOV,Cow,Bulk Milk,12-Oct,2012,188,188,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,,,ERR387104,ERR387104,ERR387104
766,SI-629,8014_4#48,8014_4#48_LGA251,8014448,8014448_skin_522_522,Staphylococcus aureus,Holmes,Italy,ITA,Sicily,Cows,OVI,Sheep,skin,2001,2001,522,522,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Ovis,aries,"Vitale M, et al. Antibiotic Resistance Profiling, Analysis of Virulence Aspects and Molecular Genotyping of Staphylococcus aureus Isolated in Sicily, Italy. Foodborne pathogens and disease,  (2017).",,,ERR163402,ERR163402,ERR163402
767,MPS-6H,8014_4#74,8014_4#74_LGA251,8014474,8014474_Cow_425_425,Staphylococcus aureus,Holmes,England,GBR,Devon,Cows,BOV,Cow,Milk,2011,2011,425,425,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Paterson GK, et al. Prevalence and properties of mecC methicillin-resistant Staphylococcus aureus (MRSA) in bovine bulk tank milk in Great Britain. The Journal of antimicrobial chemotherapy 69, 598-602 (2014).",,,ERR163428,ERR163428,ERR163428
768,02.4228.J,7068_5#21,7068_5#21_LGA251,7068521,7068521_Cow_425_425,Staphylococcus aureus,Holmes,Scotland,GBR,,Cows,BOV,Cow,Unspecified,4/23/02,2002,425,425,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,Health Protection Scotland - Scottish MRSA Reference Laboratory ,,,ERR084608,ERR084608,ERR084608
769,m-31-77,8490_7#14,8490_7#14_LGA251,8490714,8490714_Cow_425_425,Staphylococcus aureus,Holmes,UK,GBR,Somerset,Cows,BOV,Cow,Bulk milk,2012,2012,425,425,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,,,ERR211616,ERR211616,ERR211616
